,ligand_id,tar_protein,tar_chain,src_protein,src_chain,cath_degree,src_ligand_n_atoms,tar_ligand_n_atoms,src_ligand,tar_ligand,ligand_rmsd,embedding_similarity,corr_rmsd,entropy,atom_type_fraction,radius_of_gyration
54,CO,apo634102baf3,A,apo7a12359999,A,0,[1],[1],CO,CO,7.045637130737305,2.452483654022217,1.483812689781189,0.6473801732063293,0.9602638483047485,1.2108148336410522
55,SAM,apoe4100df4a7,A,apo218b3ecdc8,A,0,[27],[17],SAM,SAM,1.6717417240142822,4.311278820037842,0.7624297738075256,0.8031439185142517,0.9970316290855408,0.7604690194129944
56,SAH,apoa53a2dbad6,A,apoe236bd5263,A,0,[26],[26],SAH,SAH,1.486721396446228,4.788510322570801,0.4890260696411133,0.8410419821739197,0.8775027990341187,0.6670933961868286
57,NAD,apoc79cad30a3,A,apo5399548934,A,0,[44],[44],NAD,NAD,5.059502124786377,2.708718776702881,1.4135222434997559,0.6825841069221497,0.8700946569442749,1.17889404296875
58,AMP,apo6031cfefc9,A,apof731c02ff6,A,0,[23],[22],AMP,AMP,5.554013729095459,2.671990394592285,1.4745888710021973,0.7587626576423645,0.8044928312301636,1.0908030271530151
59,MN,apo11a8643c4e,A,apo932ec07ee7,A,0,[1],[1],MN,MN,8.695876121520996,1.3473296165466309,1.7135618925094604,0.5692822933197021,0.45897677540779114,1.7607699632644653
60,MN,apof4dfee2fcd,A,apo929965e108,A,0,[1],[1],MN,MN,6.454721450805664,2.128323554992676,1.4308373928070068,0.6915968656539917,0.8218651413917542,1.2387416362762451
61,CO,apo634102baf3,A,apo826f3f2afa,A,0,[1],[1],CO,CO,7.031938076019287,2.2998275756835938,1.5936014652252197,0.7068130373954773,0.6848872900009155,1.176993489265442
62,MN,apob52d99e27a,A,apoa08ef001a8,A,0,[1],[1],MN,MN,1.9601120948791504,2.400353193283081,1.5623393058776855,0.7576822638511658,0.6191624999046326,0.9734175801277161
63,AMP,apob5350c771e,A,apofff8bca9bc,A,1,[22],[23],AMP,AMP,4.185613632202148,2.3822615146636963,1.589596152305603,0.7243689298629761,0.8678590059280396,1.221318244934082
64,E4P,apo3827182a20,A,apo518eed0988,A,1,[12],[12],E4P,E4P,2.7302603721618652,2.6265039443969727,1.5296621322631836,0.7441178560256958,0.8687728643417358,1.1545287370681763
65,ACO,apo4a65dbb781,A,apo63599a476b,A,1,[51],[51],ACO,ACO,8.670876502990723,2.5009684562683105,1.4300497770309448,0.6440178751945496,0.8992172479629517,1.1202105283737183
66,NVA,apo5b5f7505e1,A,apo9374f3f29e,A,1,[7],[8],NVA,NVA,8.182180404663086,1.9882984161376953,1.4694286584854126,0.6749793291091919,0.2831994295120239,1.1897203922271729
67,GTP,apo3a68bb90dc,A,apo9fb2d1f03d,A,1,[32],[32],GTP,GTP,5.736127853393555,2.597433567047119,1.5826575756072998,0.6505208015441895,0.7945603132247925,1.4821752309799194
68,PO3,apoffabde935b,A,apo357d306a87,A,1,[4],[4],PO3,PO3,4.049136161804199,2.234325647354126,1.5833648443222046,0.7564409375190735,0.7190964818000793,1.1478573083877563
69,CTP,apo1182c7949c,A,apo02fd55da58,A,1,[29],[29],CTP,CTP,2.7073895931243896,2.9044508934020996,1.7216241359710693,0.7436780333518982,0.6811545491218567,1.1304298639297485
70,APR,apod89ecce343,A,apof5de2d448c,A,1,[36],[18],APR,APR,7.38106107711792,2.4893383979797363,1.5674643516540527,0.6888997554779053,0.8239687085151672,1.3347562551498413
71,AMP,apo31667e1c97,A,apo81026162f7,A,1,[23],[23],AMP,AMP,6.940508842468262,2.4582881927490234,1.5448788404464722,0.7050342559814453,0.8826179504394531,1.2502368688583374
72,AMP,apo9bfef3aac4,A,apoc9cfbbc27e,A,1,[23],[22],AMP,AMP,6.180940628051758,2.408897638320923,1.859400987625122,0.6800559163093567,0.6917362213134766,1.0876526832580566
73,APR,apo0ccbcef8ff,A,apo10ffc1123f,A,1,[36],[36],APR,APR,4.247922897338867,2.5917561054229736,1.3668699264526367,0.7420591711997986,0.888728141784668,0.9256323575973511
74,OXY,apo661b32cc25,A,apocaef52ba11,A,1,[2],[2],OXY,OXY,2.5034356117248535,2.2876546382904053,1.5166360139846802,0.7017452716827393,0.8537449240684509,1.2398303747177124
75,ACO,apo707c2444cb,A,apo63599a476b,A,1,[51],[48],ACO,ACO,4.711965084075928,2.562295913696289,1.4691694974899292,0.6937558054924011,0.862438440322876,1.1875618696212769
76,FE,apof812dd602f,A,apo78d677d71f,A,1,[1],[1],FE,FE,7.202123641967773,2.319143295288086,1.4267125129699707,0.6708529591560364,0.49791815876960754,1.3170675039291382
77,MG,apoe861c1ceeb,A,apo7b8e856a60,A,1,[1],[1],MG,MG,1.527023434638977,2.6209235191345215,1.6017817258834839,0.6833944916725159,0.9210027456283569,1.1823885440826416
78,AMP,apofff8bca9bc,A,apo31667e1c97,A,1,[23],[22],AMP,AMP,2.982456684112549,2.3934192657470703,1.3763189315795898,0.6915356516838074,0.9145808219909668,1.3196463584899902
79,APC,apo002721cb9d,A,apod5332d15e2,A,1,[31],[31],APC,APC,5.311655521392822,2.3681349754333496,1.7197076082229614,0.6722396612167358,0.9469775557518005,1.0707687139511108
80,AMP,apof731c02ff6,A,apo9bfef3aac4,A,1,[22],[23],AMP,AMP,7.3958258628845215,2.310786724090576,1.7190908193588257,0.7127676010131836,0.37892165780067444,1.1785848140716553
81,AMP,apo81026162f7,A,apo9bfef3aac4,A,1,[22],[23],AMP,AMP,5.787811279296875,2.684462070465088,1.463258147239685,0.6653639674186707,0.8573431968688965,1.16727614402771
82,CU,apo82ac663794,A,apo561904df3e,A,1,[1],[1],CU,CU,1.1900153160095215,2.2449193000793457,1.637656331062317,0.6879197955131531,0.6615621447563171,1.1594958305358887
83,CO,apo7f5816a39c,A,apoa7721c0af3,A,1,[1],[1],CO,CO,7.779656410217285,1.8217406272888184,1.6515729427337646,0.6582873463630676,0.9135106205940247,1.2876255512237549
84,APR,apo0ccbcef8ff,A,apod89ecce343,A,1,[18],[36],APR,APR,7.42265510559082,2.581286668777466,1.5164151191711426,0.7335112690925598,0.6526626348495483,1.2186914682388306
85,GDD,apo9f0646f37b,A,apo8bb1929ceb,A,1,[39],[39],GDD,GDD,4.634033679962158,2.8603403568267822,1.4988199472427368,0.7125672698020935,0.9350115656852722,1.194823980331421
86,CO,apo826f3f2afa,A,apo7a12359999,A,1,[1],[1],CO,CO,2.965625047683716,2.272752285003662,1.68764066696167,0.6537193655967712,0.5543602705001831,1.1788233518600464
87,MG,apoe861c1ceeb,A,apob7b299a860,A,1,[1],[1],MG,MG,3.0030195713043213,2.3086581230163574,1.6147218942642212,0.6217418909072876,0.9052229523658752,1.2966327667236328
88,ADP,apo4a7118351f,A,apofe46173242,A,1,[27],[27],ADP,ADP,2.649540424346924,2.857534408569336,1.3140813112258911,0.7041965126991272,0.8721082210540771,1.0590791702270508
89,ACO,apo4a65dbb781,A,apo52a5d4138d,A,1,[51],[51],ACO,ACO,4.088495254516602,2.9559171199798584,1.519635796546936,0.6971920132637024,0.9422844648361206,0.9964402914047241
90,MG,apo14d744eaef,A,apoe861c1ceeb,A,1,[1],[1],MG,MG,5.965433120727539,1.731231451034546,2.0257720947265625,0.6351260542869568,0.8069149255752563,1.143301248550415
91,PYR,apoa0b87ab07c,A,apoa4422865fc,A,1,[6],[5],PYR,PYR,7.325022220611572,2.3985400199890137,1.6307107210159302,0.7346308827400208,0.6815495491027832,1.0172432661056519
92,MG,apoca70b75c08,A,apob7b299a860,A,1,[1],[1],MG,MG,4.925180912017822,2.622680187225342,1.5014225244522095,0.7168789505958557,0.8594979047775269,1.157279372215271
93,ADP,apo86507552c8,A,apob754340d0d,A,1,[27],[27],ADP,ADP,3.201913595199585,3.151299238204956,1.393581748008728,0.7485827803611755,0.6964077353477478,1.1090595722198486
94,RBF,apo9e85e46298,A,apo5d61b7f6bc,A,1,[27],[27],RBF,RBF,7.237233638763428,2.7737460136413574,1.542472243309021,0.721977710723877,0.9251885414123535,0.9705922603607178
95,ACP,apob3738e2c2c,A,apof1a565f5fa,A,1,[31],[31],ACP,ACP,2.947838306427002,3.0300230979919434,1.5307283401489258,0.7498208284378052,0.7528436779975891,1.1136027574539185
96,PYR,apo0305834168,A,apoa4422865fc,A,1,[6],[6],PYR,PYR,7.78633975982666,2.538975238800049,1.598387598991394,0.6830312609672546,0.7722909450531006,1.1467176675796509
97,CU,apocf2e397038,A,apo27cbc40f27,A,1,[1],[1],CU,CU,0.2180846631526947,2.7166008949279785,1.3839954137802124,0.7609807252883911,0.4257020056247711,0.9118107557296753
98,ACO,apo4d4153c641,A,apo707c2444cb,A,1,[48],[51],ACO,ACO,2.7784066200256348,3.1347479820251465,1.3447104692459106,0.7230992913246155,0.8330923914909363,1.2272834777832031
99,ATP,apod4392cef85,A,apo9e6b4afa13,A,1,[31],[31],ATP,ATP,7.2377800941467285,2.2203097343444824,1.6662620306015015,0.7223374247550964,0.961452841758728,1.0690574645996094
100,GDP,apo11d986f878,A,apoc42d5dc4b8,A,1,[28],[28],GDP,GDP,5.237433433532715,2.5973892211914062,1.5310699939727783,0.7319634556770325,0.4553423821926117,1.1308916807174683
101,CU,apo16ec605a9d,A,apo27cbc40f27,A,1,[1],[1],CU,CU,0.6069318652153015,2.785578966140747,1.3469784259796143,0.7062877416610718,0.4508863687515259,1.0832993984222412
102,GTP,apofe57346899,A,apo3a68bb90dc,A,1,[32],[32],GTP,GTP,5.695441722869873,2.3337411880493164,1.4876158237457275,0.6961027979850769,0.7742627263069153,1.3251458406448364
103,CTP,apoab1dde69c6,A,apo02fd55da58,A,1,[29],[29],CTP,CTP,3.556884765625,2.8839006423950195,1.3272294998168945,0.7203876376152039,0.8930829763412476,1.0727930068969727
104,AMP,apo43b8eb62f6,A,apoc9cfbbc27e,A,1,[23],[23],AMP,AMP,7.4142231941223145,2.593806028366089,1.5073368549346924,0.7048202157020569,0.797852098941803,1.0703363418579102
105,AMP,apob5350c771e,A,apof76d61a07e,A,1,[23],[23],AMP,AMP,6.043738842010498,2.5973188877105713,1.9805703163146973,0.7056015133857727,0.7748327255249023,1.1884092092514038
106,CTP,apo9b8c5442fb,A,apo02fd55da58,A,1,[29],[29],CTP,CTP,3.425607204437256,3.056035041809082,1.3922348022460938,0.6930143237113953,0.8809124827384949,1.140560269355774
107,GDP,apoc424f1c171,A,apo74272096bc,A,1,[28],[28],GDP,GDP,2.6049554347991943,2.8928065299987793,1.4657480716705322,0.6945405006408691,0.8612428307533264,1.2007042169570923
108,OXY,apofab7035337,A,apocaef52ba11,A,1,[2],[2],OXY,OXY,2.832310199737549,2.175166368484497,1.67304265499115,0.7550211548805237,0.5460548996925354,1.0130285024642944
109,ADP,apo206dd52b94,A,apo7fdf0220e6,A,1,[27],[27],ADP,ADP,5.7247514724731445,2.650096893310547,1.5945795774459839,0.6763859391212463,0.8188947439193726,1.298598051071167
110,APR,apo10ffc1123f,A,apof5de2d448c,A,1,[36],[36],APR,APR,4.261457920074463,2.6515183448791504,1.536407232284546,0.7271692156791687,0.8050163984298706,1.2129937410354614
111,COA,apofdd79e76b6,A,apo53f0c8aada,A,1,[48],[48],COA,COA,7.788881778717041,2.654106378555298,1.6194276809692383,0.6895103454589844,0.9505970478057861,1.1949511766433716
112,COA,apo8a016eb0da,A,apo53f0c8aada,A,1,[48],[48],COA,COA,7.729918479919434,2.6588480472564697,1.586319923400879,0.7224238514900208,0.5881906151771545,1.1785118579864502
113,MG,apof887ac382f,A,apodcdae1d5e0,A,1,[1],[1],MG,MG,0.8773759007453918,2.772186756134033,1.4734407663345337,0.745474636554718,0.4629206359386444,1.011957049369812
114,MG,apoa95f261b95,A,apod52f6358a3,A,1,[1],[1],MG,MG,2.708848237991333,2.545138359069824,1.5360664129257202,0.7383537292480469,0.6833255887031555,1.144830584526062
115,FE,apoc3d0196062,A,apod3ecc70b32,A,1,[1],[1],FE,FE,1.6573818922042847,2.627149820327759,1.3123594522476196,0.7486943602561951,0.7762148976325989,0.896586000919342
116,FE,apoa76603c89f,A,apod3ecc70b32,A,1,[1],[1],FE,FE,2.4269845485687256,2.219641923904419,1.5232943296432495,0.7405779957771301,0.46239209175109863,1.0697739124298096
117,CO,apoa708248ee5,A,apoa7721c0af3,A,1,[1],[1],CO,CO,6.5983099937438965,2.4524123668670654,1.5296849012374878,0.7685405611991882,0.7747095823287964,1.0841944217681885
118,ADP,apo86507552c8,A,apo0b0f172b8c,A,1,[27],[27],ADP,ADP,2.449707269668579,2.9736521244049072,1.547135353088379,0.6888822317123413,0.7888994216918945,1.2274643182754517
119,AMP,apofff8bca9bc,A,apoacde4420e4,A,1,[23],[22],AMP,AMP,2.7248523235321045,2.6726033687591553,1.5042024850845337,0.7358815670013428,0.8447337746620178,1.069744348526001
120,FE,apo40888f554b,A,apoca3573a363,A,1,[1],[1],FE,FE,2.2504079341888428,1.644215703010559,1.4631304740905762,0.5777225494384766,0.7492961287498474,0.8536680936813354
121,ACO,apo52a5d4138d,A,apo707c2444cb,A,1,[48],[51],ACO,ACO,3.19816517829895,3.3627049922943115,1.4236444234848022,0.7292670607566833,0.9218982458114624,1.1313674449920654
122,NAD,apo027b404733,A,apo1a92a18e19,A,1,[44],[44],NAD,NAD,8.186025619506836,4.2351579666137695,0.728044867515564,0.7689436078071594,0.8258221745491028,0.7106819152832031
123,AMP,apo9bfef3aac4,A,apo594bfe1d35,A,1,[22],[22],AMP,AMP,7.37623929977417,2.287252187728882,1.5514992475509644,0.6745206713676453,0.5226079225540161,1.165121078491211
124,ZN,apof471c2e230,A,apofc7258d0ff,A,1,[1],[1],ZN,ZN,7.282691955566406,2.0809547901153564,1.591760516166687,0.6959367394447327,0.40755659341812134,1.061153531074524
125,COA,apo034597ae6f,A,apo53f0c8aada,A,1,[48],[48],COA,COA,7.331427574157715,2.4424595832824707,1.7196966409683228,0.7268406748771667,0.8447282314300537,1.103618860244751
126,FE,apo78d677d71f,A,apod5332d15e2,A,1,[1],[1],FE,FE,2.380361795425415,2.554800510406494,1.4737269878387451,0.7220644354820251,0.7847568392753601,1.0948718786239624
127,CU,apo561904df3e,A,apo842947d060,A,1,[1],[1],CU,CU,8.475940704345703,2.3946688175201416,1.4146250486373901,0.6160915493965149,0.8697220683097839,1.300661563873291
128,ADP,apo86507552c8,A,apo054baf1219,A,1,[27],[27],ADP,ADP,2.184608221054077,3.150421619415283,1.302247405052185,0.7298790812492371,0.7389145493507385,0.9852969646453857
129,ZN,apo2ef4097b74,A,apo04b5c3c1eb,A,1,[1],[1],ZN,ZN,7.995711326599121,1.4185822010040283,1.523357629776001,0.6164078116416931,0.6285536289215088,1.9694499969482422
130,FE,apo6361ca5c40,A,apoe20cde3507,A,1,[1],[1],FE,FE,1.2928863763809204,2.3127999305725098,1.497128963470459,0.7129719853401184,0.8310424089431763,1.0727696418762207
131,MN,apo290959f359,A,apof4dfee2fcd,A,1,[1],[1],MN,MN,2.6590428352355957,2.3637912273406982,1.4542338848114014,0.6876267194747925,0.5613694190979004,1.3790843486785889
132,AMP,apo43b8eb62f6,A,apo81026162f7,A,1,[23],[23],AMP,AMP,6.607254981994629,2.756422758102417,1.5447475910186768,0.69832444190979,0.830808162689209,1.0643917322158813
133,ADP,apo87cf43f9a7,A,apob7b299a860,A,1,[27],[27],ADP,ADP,2.5444564819335938,2.8649349212646484,1.4511374235153198,0.6974490284919739,0.787147045135498,1.2103536128997803
134,AMP,apo6031cfefc9,A,apob5350c771e,A,1,[23],[22],AMP,AMP,5.130660533905029,2.4898972511291504,1.4164388179779053,0.7487359046936035,0.4876192808151245,1.0223116874694824
135,AMP,apob5350c771e,A,apoacde4420e4,A,1,[23],[23],AMP,AMP,5.396243095397949,2.4369606971740723,1.7009252309799194,0.6794040203094482,0.7565991878509521,1.3392530679702759
136,GAL,apo7061dca62c,A,apoef6a70afe6,A,1,[12],[12],GAL,GAL,4.4916839599609375,2.325594902038574,1.5478578805923462,0.7135749459266663,0.6891710758209229,1.245879054069519
137,MG,apo89440a8c89,A,apo8b15831cd4,A,1,[1],[1],MG,MG,4.008698463439941,2.4904236793518066,1.4974846839904785,0.6891912817955017,0.7640553116798401,1.535583734512329
138,5GP,apo96b90e26b3,A,apofaf8b26195,A,1,[24],[24],5GP,5GP,3.9419467449188232,3.0373685359954834,1.5061802864074707,0.7597360014915466,0.5996225476264954,1.0805363655090332
139,CU,apo184e9055c0,A,apo842947d060,A,1,[1],[1],CU,CU,8.376060485839844,2.2218639850616455,1.6564756631851196,0.6779571175575256,0.7601119875907898,1.1527003049850464
140,FE,apo0d054537d5,A,apof812dd602f,A,1,[1],[1],FE,FE,7.132760047912598,2.6350603103637695,1.5533283948898315,0.6519523859024048,0.906990647315979,1.0904446840286255
141,UDP,apob2e0f8db00,A,apod2359bd57e,A,1,[25],[25],UDP,UDP,3.1730899810791016,3.388343572616577,1.4282066822052002,0.6950499415397644,0.9211729764938354,1.335863709449768
142,AMP,apob5350c771e,A,apo43b8eb62f6,A,1,[23],[23],AMP,AMP,6.044793605804443,2.684483528137207,1.691723108291626,0.6950226426124573,0.9216541647911072,1.1326144933700562
